seq,code,name,price,type_code
4618,004618,お茶004618,1000,03
4619,004619,麦茶004619,100,03
4620,004620,炭酸水004620,1300,03
4621,004621,リンゴ004621,90,01
4622,004622,梨004622,100,01
4623,004623,桃004623,110,01
4624,004624,イチゴ004624,120,01
4625,004625,西瓜004625,1000,01
4626,004626,寿司004626,90,02
4627,004627,焼肉004627,100,02
4628,004628,唐揚げ004628,200,02
4629,004629,餃子004629,210,02
4630,004630,たこ焼き004630,1000,02
4631,004631,コカコーラ004631,180,03
4632,004632,お茶004632,1000,03
4633,004633,麦茶004633,100,03
4634,004634,炭酸水004634,1300,03
4635,004635,リンゴ004635,90,01
4636,004636,梨004636,100,01
4637,004637,桃004637,110,01
4638,004638,イチゴ004638,120,01
4639,004639,西瓜004639,1000,01
4640,004640,寿司004640,90,02
4641,004641,焼肉004641,100,02
4642,004642,唐揚げ004642,200,02
4643,004643,餃子004643,210,02
4644,004644,たこ焼き004644,1000,02
4645,004645,コカコーラ004645,180,03
4646,004646,お茶004646,1000,03
4647,004647,麦茶004647,100,03
4648,004648,炭酸水004648,1300,03
4649,004649,リンゴ004649,90,01
4650,004650,梨004650,100,01
4651,004651,桃004651,110,01
4652,004652,イチゴ004652,120,01
4653,004653,西瓜004653,1000,01
4654,004654,寿司004654,90,02
4655,004655,焼肉004655,100,02
4656,004656,唐揚げ004656,200,02
4657,004657,餃子004657,210,02
4658,004658,たこ焼き004658,1000,02
4659,004659,コカコーラ004659,180,03
4660,004660,お茶004660,1000,03
4661,004661,麦茶004661,100,03
4662,004662,炭酸水004662,1300,03
4663,004663,リンゴ004663,90,01
4664,004664,梨004664,100,01
4665,004665,桃004665,110,01
4666,004666,イチゴ004666,120,01
4667,004667,西瓜004667,1000,01
4668,004668,寿司004668,90,02
4669,004669,焼肉004669,100,02
4670,004670,唐揚げ004670,200,02
4671,004671,餃子004671,210,02
4672,004672,たこ焼き004672,1000,02
4673,004673,コカコーラ004673,180,03
4674,004674,お茶004674,1000,03
4675,004675,麦茶004675,100,03
4676,004676,炭酸水004676,1300,03
4677,004677,リンゴ004677,90,01
4678,004678,梨004678,100,01
4679,004679,桃004679,110,01
4680,004680,イチゴ004680,120,01
4681,004681,西瓜004681,1000,01
4682,004682,寿司004682,90,02
4683,004683,焼肉004683,100,02
4684,004684,唐揚げ004684,200,02
4685,004685,餃子004685,210,02
4686,004686,たこ焼き004686,1000,02
4687,004687,コカコーラ004687,180,03
4688,004688,お茶004688,1000,03
4689,004689,麦茶004689,100,03
4690,004690,炭酸水004690,1300,03
4691,004691,リンゴ004691,90,01
4692,004692,梨004692,100,01
4693,004693,桃004693,110,01
4694,004694,イチゴ004694,120,01
4695,004695,西瓜004695,1000,01
4696,004696,寿司004696,90,02
4697,004697,焼肉004697,100,02
4698,004698,唐揚げ004698,200,02
4699,004699,餃子004699,210,02
4700,004700,たこ焼き004700,1000,02
4701,004701,コカコーラ004701,180,03
4702,004702,お茶004702,1000,03
4703,004703,麦茶004703,100,03
4704,004704,炭酸水004704,1300,03
4705,004705,リンゴ004705,90,01
4706,004706,梨004706,100,01
4707,004707,桃004707,110,01
4708,004708,イチゴ004708,120,01
4709,004709,西瓜004709,1000,01
4710,004710,寿司004710,90,02
4711,004711,焼肉004711,100,02
4712,004712,唐揚げ004712,200,02
4713,004713,餃子004713,210,02
4714,004714,たこ焼き004714,1000,02
4715,004715,コカコーラ004715,180,03
4716,004716,お茶004716,1000,03
4717,004717,麦茶004717,100,03
4718,004718,炭酸水004718,1300,03
4719,004719,リンゴ004719,90,01
4720,004720,梨004720,100,01
4721,004721,桃004721,110,01
4722,004722,イチゴ004722,120,01
4723,004723,西瓜004723,1000,01
4724,004724,寿司004724,90,02
4725,004725,焼肉004725,100,02
4726,004726,唐揚げ004726,200,02
4727,004727,餃子004727,210,02
4728,004728,たこ焼き004728,1000,02
4729,004729,コカコーラ004729,180,03
4730,004730,お茶004730,1000,03
4731,004731,麦茶004731,100,03
4732,004732,炭酸水004732,1300,03
4733,004733,リンゴ004733,90,01
4734,004734,梨004734,100,01
4735,004735,桃004735,110,01
4736,004736,イチゴ004736,120,01
4737,004737,西瓜004737,1000,01
4738,004738,寿司004738,90,02
4739,004739,焼肉004739,100,02
4740,004740,唐揚げ004740,200,02
4741,004741,餃子004741,210,02
4742,004742,たこ焼き004742,1000,02
4743,004743,コカコーラ004743,180,03
4744,004744,お茶004744,1000,03
4745,004745,麦茶004745,100,03
4746,004746,炭酸水004746,1300,03
4747,004747,リンゴ004747,90,01
4748,004748,梨004748,100,01
4749,004749,桃004749,110,01
4750,004750,イチゴ004750,120,01
4751,004751,西瓜004751,1000,01
4752,004752,寿司004752,90,02
4753,004753,焼肉004753,100,02
4754,004754,唐揚げ004754,200,02
4755,004755,餃子004755,210,02
4756,004756,たこ焼き004756,1000,02
4757,004757,コカコーラ004757,180,03
4758,004758,お茶004758,1000,03
4759,004759,麦茶004759,100,03
4760,004760,炭酸水004760,1300,03
4761,004761,リンゴ004761,90,01
4762,004762,梨004762,100,01
4763,004763,桃004763,110,01
4764,004764,イチゴ004764,120,01
4765,004765,西瓜004765,1000,01
4766,004766,寿司004766,90,02
4767,004767,焼肉004767,100,02
4768,004768,唐揚げ004768,200,02
4769,004769,餃子004769,210,02
4770,004770,たこ焼き004770,1000,02
4771,004771,コカコーラ004771,180,03
4772,004772,お茶004772,1000,03
4773,004773,麦茶004773,100,03
4774,004774,炭酸水004774,1300,03
4775,004775,リンゴ004775,90,01
4776,004776,梨004776,100,01
4777,004777,桃004777,110,01
4778,004778,イチゴ004778,120,01
4779,004779,西瓜004779,1000,01
4780,004780,寿司004780,90,02
4781,004781,焼肉004781,100,02
4782,004782,唐揚げ004782,200,02
4783,004783,餃子004783,210,02
4784,004784,たこ焼き004784,1000,02
4785,004785,コカコーラ004785,180,03
4786,004786,お茶004786,1000,03
4787,004787,麦茶004787,100,03
4788,004788,炭酸水004788,1300,03
4789,004789,リンゴ004789,90,01
4790,004790,梨004790,100,01
4791,004791,桃004791,110,01
4792,004792,イチゴ004792,120,01
4793,004793,西瓜004793,1000,01
4794,004794,寿司004794,90,02
4795,004795,焼肉004795,100,02
4796,004796,唐揚げ004796,200,02
4797,004797,餃子004797,210,02
4798,004798,たこ焼き004798,1000,02
4799,004799,コカコーラ004799,180,03
4800,004800,お茶004800,1000,03
4801,004801,麦茶004801,100,03
4802,004802,炭酸水004802,1300,03
4803,004803,リンゴ004803,90,01
4804,004804,梨004804,100,01
4805,004805,桃004805,110,01
4806,004806,イチゴ004806,120,01
4807,004807,西瓜004807,1000,01
4808,004808,寿司004808,90,02
4809,004809,焼肉004809,100,02
4810,004810,唐揚げ004810,200,02
4811,004811,餃子004811,210,02
4812,004812,たこ焼き004812,1000,02
4813,004813,コカコーラ004813,180,03
4814,004814,お茶004814,1000,03
4815,004815,麦茶004815,100,03
4816,004816,炭酸水004816,1300,03
4817,004817,リンゴ004817,90,01
4818,004818,梨004818,100,01
4819,004819,桃004819,110,01
4820,004820,イチゴ004820,120,01
4821,004821,西瓜004821,1000,01
4822,004822,寿司004822,90,02
4823,004823,焼肉004823,100,02
4824,004824,唐揚げ004824,200,02
4825,004825,餃子004825,210,02
4826,004826,たこ焼き004826,1000,02
4827,004827,コカコーラ004827,180,03
4828,004828,お茶004828,1000,03
4829,004829,麦茶004829,100,03
4830,004830,炭酸水004830,1300,03
4831,004831,リンゴ004831,90,01
4832,004832,梨004832,100,01
4833,004833,桃004833,110,01
4834,004834,イチゴ004834,120,01
4835,004835,西瓜004835,1000,01
4836,004836,寿司004836,90,02
4837,004837,焼肉004837,100,02
4838,004838,唐揚げ004838,200,02
4839,004839,餃子004839,210,02
4840,004840,たこ焼き004840,1000,02
4841,004841,コカコーラ004841,180,03
4842,004842,お茶004842,1000,03
4843,004843,麦茶004843,100,03
4844,004844,炭酸水004844,1300,03
4845,004845,リンゴ004845,90,01
4846,004846,梨004846,100,01
4847,004847,桃004847,110,01
4848,004848,イチゴ004848,120,01
4849,004849,西瓜004849,1000,01
4850,004850,寿司004850,90,02
4851,004851,焼肉004851,100,02
4852,004852,唐揚げ004852,200,02
4853,004853,餃子004853,210,02
4854,004854,たこ焼き004854,1000,02
4855,004855,コカコーラ004855,180,03
4856,004856,お茶004856,1000,03
4857,004857,麦茶004857,100,03
4858,004858,炭酸水004858,1300,03
4859,004859,リンゴ004859,90,01
4860,004860,梨004860,100,01
4861,004861,桃004861,110,01
4862,004862,イチゴ004862,120,01
4863,004863,西瓜004863,1000,01
4864,004864,寿司004864,90,02
4865,004865,焼肉004865,100,02
4866,004866,唐揚げ004866,200,02
4867,004867,餃子004867,210,02
4868,004868,たこ焼き004868,1000,02
4869,004869,コカコーラ004869,180,03
4870,004870,お茶004870,1000,03
4871,004871,麦茶004871,100,03
4872,004872,炭酸水004872,1300,03
4873,004873,リンゴ004873,90,01
4874,004874,梨004874,100,01
4875,004875,桃004875,110,01
4876,004876,イチゴ004876,120,01
4877,004877,西瓜004877,1000,01
4878,004878,寿司004878,90,02
4879,004879,焼肉004879,100,02
4880,004880,唐揚げ004880,200,02
4881,004881,餃子004881,210,02
4882,004882,たこ焼き004882,1000,02
4883,004883,コカコーラ004883,180,03
4884,004884,お茶004884,1000,03
4885,004885,麦茶004885,100,03
4886,004886,炭酸水004886,1300,03
4887,004887,リンゴ004887,90,01
4888,004888,梨004888,100,01
4889,004889,桃004889,110,01
4890,004890,イチゴ004890,120,01
4891,004891,西瓜004891,1000,01
4892,004892,寿司004892,90,02
4893,004893,焼肉004893,100,02
4894,004894,唐揚げ004894,200,02
4895,004895,餃子004895,210,02
4896,004896,たこ焼き004896,1000,02
4897,004897,コカコーラ004897,180,03
4898,004898,お茶004898,1000,03
4899,004899,麦茶004899,100,03
4900,004900,炭酸水004900,1300,03
4901,004901,リンゴ004901,90,01
4902,004902,梨004902,100,01
4903,004903,桃004903,110,01
4904,004904,イチゴ004904,120,01
4905,004905,西瓜004905,1000,01
4906,004906,寿司004906,90,02
4907,004907,焼肉004907,100,02
4908,004908,唐揚げ004908,200,02
4909,004909,餃子004909,210,02
4910,004910,たこ焼き004910,1000,02
4911,004911,コカコーラ004911,180,03
4912,004912,お茶004912,1000,03
4913,004913,麦茶004913,100,03
4914,004914,炭酸水004914,1300,03
4915,004915,リンゴ004915,90,01
4916,004916,梨004916,100,01
4917,004917,桃004917,110,01
4918,004918,イチゴ004918,120,01
4919,004919,西瓜004919,1000,01
4920,004920,寿司004920,90,02
4921,004921,焼肉004921,100,02
4922,004922,唐揚げ004922,200,02
4923,004923,餃子004923,210,02
4924,004924,たこ焼き004924,1000,02
4925,004925,コカコーラ004925,180,03
4926,004926,お茶004926,1000,03
4927,004927,麦茶004927,100,03
4928,004928,炭酸水004928,1300,03
4929,004929,リンゴ004929,90,01
4930,004930,梨004930,100,01
4931,004931,桃004931,110,01
4932,004932,イチゴ004932,120,01
4933,004933,西瓜004933,1000,01
4934,004934,寿司004934,90,02
4935,004935,焼肉004935,100,02
4936,004936,唐揚げ004936,200,02
4937,004937,餃子004937,210,02
4938,004938,たこ焼き004938,1000,02
4939,004939,コカコーラ004939,180,03
4940,004940,お茶004940,1000,03
4941,004941,麦茶004941,100,03
4942,004942,炭酸水004942,1300,03
4943,004943,リンゴ004943,90,01
4944,004944,梨004944,100,01
4945,004945,桃004945,110,01
4946,004946,イチゴ004946,120,01
4947,004947,西瓜004947,1000,01
4948,004948,寿司004948,90,02
4949,004949,焼肉004949,100,02
4950,004950,唐揚げ004950,200,02
4951,004951,餃子004951,210,02
4952,004952,たこ焼き004952,1000,02
4953,004953,コカコーラ004953,180,03
4954,004954,お茶004954,1000,03
4955,004955,麦茶004955,100,03
4956,004956,炭酸水004956,1300,03
4957,004957,リンゴ004957,90,01
4958,004958,梨004958,100,01
4959,004959,桃004959,110,01
4960,004960,イチゴ004960,120,01
4961,004961,西瓜004961,1000,01
4962,004962,寿司004962,90,02
4963,004963,焼肉004963,100,02
4964,004964,唐揚げ004964,200,02
4965,004965,餃子004965,210,02
4966,004966,たこ焼き004966,1000,02
4967,004967,コカコーラ004967,180,03
4968,004968,お茶004968,1000,03
4969,004969,麦茶004969,100,03
4970,004970,炭酸水004970,1300,03
4971,004971,リンゴ004971,90,01
4972,004972,梨004972,100,01
4973,004973,桃004973,110,01
4974,004974,イチゴ004974,120,01
4975,004975,西瓜004975,1000,01
4976,004976,寿司004976,90,02
4977,004977,焼肉004977,100,02
4978,004978,唐揚げ004978,200,02
4979,004979,餃子004979,210,02
4980,004980,たこ焼き004980,1000,02
4981,004981,コカコーラ004981,180,03
4982,004982,お茶004982,1000,03
4983,004983,麦茶004983,100,03
4984,004984,炭酸水004984,1300,03
4985,004985,リンゴ004985,90,01
4986,004986,梨004986,100,01
4987,004987,桃004987,110,01
4988,004988,イチゴ004988,120,01
4989,004989,西瓜004989,1000,01
4990,004990,寿司004990,90,02
4991,004991,焼肉004991,100,02
4992,004992,唐揚げ004992,200,02
4993,004993,餃子004993,210,02
4994,004994,たこ焼き004994,1000,02
4995,004995,コカコーラ004995,180,03
4996,004996,お茶004996,1000,03
4997,004997,麦茶004997,100,03
4998,004998,炭酸水004998,1300,03
4999,004999,リンゴ004999,90,01
5000,005000,梨005000,100,01
5001,005001,桃005001,110,01
5002,005002,イチゴ005002,120,01
5003,005003,西瓜005003,1000,01
5004,005004,寿司005004,90,02
5005,005005,焼肉005005,100,02
5006,005006,唐揚げ005006,200,02
5007,005007,餃子005007,210,02
5008,005008,たこ焼き005008,1000,02
5009,005009,コカコーラ005009,180,03
5010,005010,お茶005010,1000,03
5011,005011,麦茶005011,100,03
5012,005012,炭酸水005012,1300,03
5013,005013,リンゴ005013,90,01
5014,005014,梨005014,100,01
5015,005015,桃005015,110,01
5016,005016,イチゴ005016,120,01
5017,005017,西瓜005017,1000,01
5018,005018,寿司005018,90,02
5019,005019,焼肉005019,100,02
5020,005020,唐揚げ005020,200,02
5021,005021,餃子005021,210,02
5022,005022,たこ焼き005022,1000,02
5023,005023,コカコーラ005023,180,03
5024,005024,お茶005024,1000,03
5025,005025,麦茶005025,100,03
5026,005026,炭酸水005026,1300,03
5027,005027,リンゴ005027,90,01
5028,005028,梨005028,100,01
5029,005029,桃005029,110,01
5030,005030,イチゴ005030,120,01
5031,005031,西瓜005031,1000,01
5032,005032,寿司005032,90,02
5033,005033,焼肉005033,100,02
5034,005034,唐揚げ005034,200,02
5035,005035,餃子005035,210,02
5036,005036,たこ焼き005036,1000,02
5037,005037,コカコーラ005037,180,03
5038,005038,お茶005038,1000,03
5039,005039,麦茶005039,100,03
5040,005040,炭酸水005040,1300,03
5041,005041,リンゴ005041,90,01
5042,005042,梨005042,100,01
5043,005043,桃005043,110,01
5044,005044,イチゴ005044,120,01
5045,005045,西瓜005045,1000,01
5046,005046,寿司005046,90,02
5047,005047,焼肉005047,100,02
5048,005048,唐揚げ005048,200,02
5049,005049,餃子005049,210,02
5050,005050,たこ焼き005050,1000,02
5051,005051,コカコーラ005051,180,03
5052,005052,お茶005052,1000,03
5053,005053,麦茶005053,100,03
5054,005054,炭酸水005054,1300,03
5055,005055,リンゴ005055,90,01
5056,005056,梨005056,100,01
5057,005057,桃005057,110,01
5058,005058,イチゴ005058,120,01
5059,005059,西瓜005059,1000,01
5060,005060,寿司005060,90,02
5061,005061,焼肉005061,100,02
5062,005062,唐揚げ005062,200,02
5063,005063,餃子005063,210,02
5064,005064,たこ焼き005064,1000,02
5065,005065,コカコーラ005065,180,03
5066,005066,お茶005066,1000,03
5067,005067,麦茶005067,100,03
5068,005068,炭酸水005068,1300,03
5069,005069,リンゴ005069,90,01
5070,005070,梨005070,100,01
5071,005071,桃005071,110,01
5072,005072,イチゴ005072,120,01
5073,005073,西瓜005073,1000,01
5074,005074,寿司005074,90,02
5075,005075,焼肉005075,100,02
5076,005076,唐揚げ005076,200,02
5077,005077,餃子005077,210,02
5078,005078,たこ焼き005078,1000,02
5079,005079,コカコーラ005079,180,03
5080,005080,お茶005080,1000,03
5081,005081,麦茶005081,100,03
5082,005082,炭酸水005082,1300,03
5083,005083,リンゴ005083,90,01
5084,005084,梨005084,100,01
5085,005085,桃005085,110,01
5086,005086,イチゴ005086,120,01
5087,005087,西瓜005087,1000,01
5088,005088,寿司005088,90,02
5089,005089,焼肉005089,100,02
5090,005090,唐揚げ005090,200,02
5091,005091,餃子005091,210,02
5092,005092,たこ焼き005092,1000,02
5093,005093,コカコーラ005093,180,03
5094,005094,お茶005094,1000,03
5095,005095,麦茶005095,100,03
5096,005096,炭酸水005096,1300,03
5097,005097,リンゴ005097,90,01
5098,005098,梨005098,100,01
5099,005099,桃005099,110,01
5100,005100,イチゴ005100,120,01
5101,005101,西瓜005101,1000,01
5102,005102,寿司005102,90,02
5103,005103,焼肉005103,100,02
5104,005104,唐揚げ005104,200,02
5105,005105,餃子005105,210,02
5106,005106,たこ焼き005106,1000,02
5107,005107,コカコーラ005107,180,03
5108,005108,お茶005108,1000,03
5109,005109,麦茶005109,100,03
5110,005110,炭酸水005110,1300,03
5111,005111,リンゴ005111,90,01
5112,005112,梨005112,100,01
5113,005113,桃005113,110,01
5114,005114,イチゴ005114,120,01
5115,005115,西瓜005115,1000,01
5116,005116,寿司005116,90,02
5117,005117,焼肉005117,100,02
5118,005118,唐揚げ005118,200,02
5119,005119,餃子005119,210,02
5120,005120,たこ焼き005120,1000,02
5121,005121,コカコーラ005121,180,03
5122,005122,お茶005122,1000,03
5123,005123,麦茶005123,100,03
5124,005124,炭酸水005124,1300,03
5125,005125,リンゴ005125,90,01
5126,005126,梨005126,100,01
5127,005127,桃005127,110,01
5128,005128,イチゴ005128,120,01
5129,005129,西瓜005129,1000,01
5130,005130,寿司005130,90,02
5131,005131,焼肉005131,100,02
5132,005132,唐揚げ005132,200,02
5133,005133,餃子005133,210,02
5134,005134,たこ焼き005134,1000,02
5135,005135,コカコーラ005135,180,03
5136,005136,お茶005136,1000,03
5137,005137,麦茶005137,100,03
5138,005138,炭酸水005138,1300,03
5139,005139,リンゴ005139,90,01
5140,005140,梨005140,100,01
5141,005141,桃005141,110,01
5142,005142,イチゴ005142,120,01
5143,005143,西瓜005143,1000,01
5144,005144,寿司005144,90,02
5145,005145,焼肉005145,100,02
5146,005146,唐揚げ005146,200,02
5147,005147,餃子005147,210,02
5148,005148,たこ焼き005148,1000,02
5149,005149,コカコーラ005149,180,03
5150,005150,お茶005150,1000,03
5151,005151,麦茶005151,100,03
5152,005152,炭酸水005152,1300,03
5153,005153,リンゴ005153,90,01
5154,005154,梨005154,100,01
5155,005155,桃005155,110,01
5156,005156,イチゴ005156,120,01
5157,005157,西瓜005157,1000,01
5158,005158,寿司005158,90,02
5159,005159,焼肉005159,100,02
5160,005160,唐揚げ005160,200,02
5161,005161,餃子005161,210,02
5162,005162,たこ焼き005162,1000,02
5163,005163,コカコーラ005163,180,03
5164,005164,お茶005164,1000,03
5165,005165,麦茶005165,100,03
5166,005166,炭酸水005166,1300,03
5167,005167,リンゴ005167,90,01
5168,005168,梨005168,100,01
5169,005169,桃005169,110,01
5170,005170,イチゴ005170,120,01
5171,005171,西瓜005171,1000,01
5172,005172,寿司005172,90,02
5173,005173,焼肉005173,100,02
5174,005174,唐揚げ005174,200,02
5175,005175,餃子005175,210,02
5176,005176,たこ焼き005176,1000,02
5177,005177,コカコーラ005177,180,03
5178,005178,お茶005178,1000,03
5179,005179,麦茶005179,100,03
5180,005180,炭酸水005180,1300,03
5181,005181,リンゴ005181,90,01
5182,005182,梨005182,100,01
5183,005183,桃005183,110,01
5184,005184,イチゴ005184,120,01
5185,005185,西瓜005185,1000,01
5186,005186,寿司005186,90,02
5187,005187,焼肉005187,100,02
5188,005188,唐揚げ005188,200,02
5189,005189,餃子005189,210,02
5190,005190,たこ焼き005190,1000,02
5191,005191,コカコーラ005191,180,03
5192,005192,お茶005192,1000,03
5193,005193,麦茶005193,100,03
5194,005194,炭酸水005194,1300,03
5195,005195,リンゴ005195,90,01
5196,005196,梨005196,100,01
5197,005197,桃005197,110,01
5198,005198,イチゴ005198,120,01
5199,005199,西瓜005199,1000,01
5200,005200,寿司005200,90,02
5201,005201,焼肉005201,100,02
5202,005202,唐揚げ005202,200,02
5203,005203,餃子005203,210,02
5204,005204,たこ焼き005204,1000,02
5205,005205,コカコーラ005205,180,03
5206,005206,お茶005206,1000,03
5207,005207,麦茶005207,100,03
5208,005208,炭酸水005208,1300,03
5209,005209,リンゴ005209,90,01
5210,005210,梨005210,100,01
5211,005211,桃005211,110,01
5212,005212,イチゴ005212,120,01
5213,005213,西瓜005213,1000,01
5214,005214,寿司005214,90,02
5215,005215,焼肉005215,100,02
5216,005216,唐揚げ005216,200,02
5217,005217,餃子005217,210,02
5218,005218,たこ焼き005218,1000,02
5219,005219,コカコーラ005219,180,03
5220,005220,お茶005220,1000,03
5221,005221,麦茶005221,100,03
5222,005222,炭酸水005222,1300,03
5223,005223,リンゴ005223,90,01
5224,005224,梨005224,100,01
5225,005225,桃005225,110,01
5226,005226,イチゴ005226,120,01
5227,005227,西瓜005227,1000,01
5228,005228,寿司005228,90,02
5229,005229,焼肉005229,100,02
5230,005230,唐揚げ005230,200,02
5231,005231,餃子005231,210,02
5232,005232,たこ焼き005232,1000,02
5233,005233,コカコーラ005233,180,03
5234,005234,お茶005234,1000,03
5235,005235,麦茶005235,100,03
5236,005236,炭酸水005236,1300,03
5237,005237,リンゴ005237,90,01
5238,005238,梨005238,100,01
5239,005239,桃005239,110,01
5240,005240,イチゴ005240,120,01
5241,005241,西瓜005241,1000,01
5242,005242,寿司005242,90,02
5243,005243,焼肉005243,100,02
5244,005244,唐揚げ005244,200,02
5245,005245,餃子005245,210,02
5246,005246,たこ焼き005246,1000,02
5247,005247,コカコーラ005247,180,03
5248,005248,お茶005248,1000,03
5249,005249,麦茶005249,100,03
5250,005250,炭酸水005250,1300,03
5251,005251,リンゴ005251,90,01
5252,005252,梨005252,100,01
5253,005253,桃005253,110,01
5254,005254,イチゴ005254,120,01
5255,005255,西瓜005255,1000,01
5256,005256,寿司005256,90,02
5257,005257,焼肉005257,100,02
5258,005258,唐揚げ005258,200,02
5259,005259,餃子005259,210,02
5260,005260,たこ焼き005260,1000,02
5261,005261,コカコーラ005261,180,03
5262,005262,お茶005262,1000,03
5263,005263,麦茶005263,100,03
5264,005264,炭酸水005264,1300,03
5265,005265,リンゴ005265,90,01
5266,005266,梨005266,100,01
5267,005267,桃005267,110,01
5268,005268,イチゴ005268,120,01
5269,005269,西瓜005269,1000,01
5270,005270,寿司005270,90,02
5271,005271,焼肉005271,100,02
5272,005272,唐揚げ005272,200,02
5273,005273,餃子005273,210,02
5274,005274,たこ焼き005274,1000,02
5275,005275,コカコーラ005275,180,03
5276,005276,お茶005276,1000,03
5277,005277,麦茶005277,100,03
5278,005278,炭酸水005278,1300,03
5279,005279,リンゴ005279,90,01
5280,005280,梨005280,100,01
5281,005281,桃005281,110,01
5282,005282,イチゴ005282,120,01
5283,005283,西瓜005283,1000,01
5284,005284,寿司005284,90,02
5285,005285,焼肉005285,100,02
5286,005286,唐揚げ005286,200,02
5287,005287,餃子005287,210,02
5288,005288,たこ焼き005288,1000,02
5289,005289,コカコーラ005289,180,03
5290,005290,お茶005290,1000,03
5291,005291,麦茶005291,100,03
5292,005292,炭酸水005292,1300,03
5293,005293,リンゴ005293,90,01
5294,005294,梨005294,100,01
5295,005295,桃005295,110,01
5296,005296,イチゴ005296,120,01
5297,005297,西瓜005297,1000,01
5298,005298,寿司005298,90,02
5299,005299,焼肉005299,100,02
5300,005300,唐揚げ005300,200,02
5301,005301,餃子005301,210,02
5302,005302,たこ焼き005302,1000,02
5303,005303,コカコーラ005303,180,03
5304,005304,お茶005304,1000,03
5305,005305,麦茶005305,100,03
5306,005306,炭酸水005306,1300,03
5307,005307,リンゴ005307,90,01
5308,005308,梨005308,100,01
5309,005309,桃005309,110,01
5310,005310,イチゴ005310,120,01
5311,005311,西瓜005311,1000,01
5312,005312,寿司005312,90,02
5313,005313,焼肉005313,100,02
5314,005314,唐揚げ005314,200,02
5315,005315,餃子005315,210,02
5316,005316,たこ焼き005316,1000,02
5317,005317,コカコーラ005317,180,03
5318,005318,お茶005318,1000,03
5319,005319,麦茶005319,100,03
5320,005320,炭酸水005320,1300,03
5321,005321,リンゴ005321,90,01
5322,005322,梨005322,100,01
5323,005323,桃005323,110,01
5324,005324,イチゴ005324,120,01
5325,005325,西瓜005325,1000,01
5326,005326,寿司005326,90,02
5327,005327,焼肉005327,100,02
5328,005328,唐揚げ005328,200,02
5329,005329,餃子005329,210,02
5330,005330,たこ焼き005330,1000,02
5331,005331,コカコーラ005331,180,03
5332,005332,お茶005332,1000,03
5333,005333,麦茶005333,100,03
5334,005334,炭酸水005334,1300,03
5335,005335,リンゴ005335,90,01
5336,005336,梨005336,100,01
5337,005337,桃005337,110,01
5338,005338,イチゴ005338,120,01
5339,005339,西瓜005339,1000,01
5340,005340,寿司005340,90,02
5341,005341,焼肉005341,100,02
5342,005342,唐揚げ005342,200,02
5343,005343,餃子005343,210,02
5344,005344,たこ焼き005344,1000,02
5345,005345,コカコーラ005345,180,03
5346,005346,お茶005346,1000,03
5347,005347,麦茶005347,100,03
5348,005348,炭酸水005348,1300,03
5349,005349,リンゴ005349,90,01
5350,005350,梨005350,100,01
5351,005351,桃005351,110,01
5352,005352,イチゴ005352,120,01
5353,005353,西瓜005353,1000,01
5354,005354,寿司005354,90,02
5355,005355,焼肉005355,100,02
5356,005356,唐揚げ005356,200,02
5357,005357,餃子005357,210,02
5358,005358,たこ焼き005358,1000,02
5359,005359,コカコーラ005359,180,03
5360,005360,お茶005360,1000,03
5361,005361,麦茶005361,100,03
5362,005362,炭酸水005362,1300,03
5363,005363,リンゴ005363,90,01
5364,005364,梨005364,100,01
5365,005365,桃005365,110,01
5366,005366,イチゴ005366,120,01
5367,005367,西瓜005367,1000,01
5368,005368,寿司005368,90,02
5369,005369,焼肉005369,100,02
5370,005370,唐揚げ005370,200,02
5371,005371,餃子005371,210,02
5372,005372,たこ焼き005372,1000,02
5373,005373,コカコーラ005373,180,03
5374,005374,お茶005374,1000,03
5375,005375,麦茶005375,100,03
5376,005376,炭酸水005376,1300,03
5377,005377,リンゴ005377,90,01
5378,005378,梨005378,100,01
5379,005379,桃005379,110,01
5380,005380,イチゴ005380,120,01
5381,005381,西瓜005381,1000,01
5382,005382,寿司005382,90,02
5383,005383,焼肉005383,100,02
5384,005384,唐揚げ005384,200,02
5385,005385,餃子005385,210,02
5386,005386,たこ焼き005386,1000,02
5387,005387,コカコーラ005387,180,03
5388,005388,お茶005388,1000,03
5389,005389,麦茶005389,100,03
5390,005390,炭酸水005390,1300,03
5391,005391,リンゴ005391,90,01
5392,005392,梨005392,100,01
5393,005393,桃005393,110,01
5394,005394,イチゴ005394,120,01
5395,005395,西瓜005395,1000,01
5396,005396,寿司005396,90,02
5397,005397,焼肉005397,100,02
5398,005398,唐揚げ005398,200,02
5399,005399,餃子005399,210,02
5400,005400,たこ焼き005400,1000,02
5401,005401,コカコーラ005401,180,03
5402,005402,お茶005402,1000,03
5403,005403,麦茶005403,100,03
5404,005404,炭酸水005404,1300,03
5405,005405,リンゴ005405,90,01
5406,005406,梨005406,100,01
5407,005407,桃005407,110,01
5408,005408,イチゴ005408,120,01
5409,005409,西瓜005409,1000,01
5410,005410,寿司005410,90,02
5411,005411,焼肉005411,100,02
5412,005412,唐揚げ005412,200,02
5413,005413,餃子005413,210,02
5414,005414,たこ焼き005414,1000,02
5415,005415,コカコーラ005415,180,03
5416,005416,お茶005416,1000,03
5417,005417,麦茶005417,100,03
5418,005418,炭酸水005418,1300,03
5419,005419,リンゴ005419,90,01
